date (whole day); user1; user2; average duration (sec); times; floor-zone
31-May-16 12:00:00 AM;3;84;2080;28;3-4
31-May-16 12:00:00 AM;4;84;2648;21;3-4
31-May-16 12:00:00 AM;5;84;1515;31;3-4
31-May-16 12:00:00 AM;2;84;2483;13;1-1
31-May-16 12:00:00 AM;6;84;1134;10;2-4
31-May-16 12:00:00 AM;7;84;1460;15;2-4
31-May-16 12:00:00 AM;10;84;2060;12;2-4
31-May-16 12:00:00 AM;8;84;1415;12;2-4
31-May-16 12:00:00 AM;11;84;1602;7;2-4
31-May-16 12:00:00 AM;9;84;1281;14;2-4
31-May-16 12:00:00 AM;12;84;1181;13;2-4
31-May-16 12:00:00 AM;16;84;1896;10;2-4
31-May-16 12:00:00 AM;17;84;1069;11;2-4
31-May-16 12:00:00 AM;18;84;1583;13;2-4
31-May-16 12:00:00 AM;19;84;1461;11;2-4
31-May-16 12:00:00 AM;20;84;1345;12;2-4
31-May-16 12:00:00 AM;21;84;1367;14;2-4
31-May-16 12:00:00 AM;25;84;1744;13;1-1
31-May-16 12:00:00 AM;22;84;1708;15;2-4
31-May-16 12:00:00 AM;23;84;1920;13;2-4
31-May-16 12:00:00 AM;24;84;1418;14;2-4
31-May-16 12:00:00 AM;26;84;1460;12;2-4
31-May-16 12:00:00 AM;28;84;1116;13;2-4
31-May-16 12:00:00 AM;30;84;1875;12;2-4
31-May-16 12:00:00 AM;29;84;1635;12;2-4
31-May-16 12:00:00 AM;27;84;1358;11;2-4
31-May-16 12:00:00 AM;31;84;1362;7;2-4
31-May-16 12:00:00 AM;32;84;1688;7;2-4
31-May-16 12:00:00 AM;35;84;1412;11;1-1
31-May-16 12:00:00 AM;45;84;1505;12;1-1
31-May-16 12:00:00 AM;36;84;1990;39;2-4
31-May-16 12:00:00 AM;48;84;1040;27;1-1
31-May-16 12:00:00 AM;39;84;1588;19;2-4
31-May-16 12:00:00 AM;40;84;1770;31;2-4
31-May-16 12:00:00 AM;33;84;1860;10;2-4
31-May-16 12:00:00 AM;42;84;1863;34;2-4
31-May-16 12:00:00 AM;43;84;1488;26;2-4
31-May-16 12:00:00 AM;44;84;1776;13;2-4
31-May-16 12:00:00 AM;37;84;2086;46;2-4
31-May-16 12:00:00 AM;38;84;1878;23;2-4
31-May-16 12:00:00 AM;46;84;2186;16;2-4
31-May-16 12:00:00 AM;50;84;1232;11;2-4
31-May-16 12:00:00 AM;49;84;1157;17;2-4
31-May-16 12:00:00 AM;51;84;1470;10;2-4
31-May-16 12:00:00 AM;52;84;1194;11;2-4
31-May-16 12:00:00 AM;55;84;1784;15;1-4
31-May-16 12:00:00 AM;56;84;1989;13;2-4
31-May-16 12:00:00 AM;58;84;1760;15;2-4
31-May-16 12:00:00 AM;57;84;1435;14;2-4
31-May-16 12:00:00 AM;59;84;1476;10;2-4
31-May-16 12:00:00 AM;60;84;1431;7;2-4
31-May-16 12:00:00 AM;63;84;1326;10;2-4
31-May-16 12:00:00 AM;61;84;1675;12;2-4
31-May-16 12:00:00 AM;62;84;1792;8;2-4
31-May-16 12:00:00 AM;65;84;950;18;2-4
31-May-16 12:00:00 AM;66;84;1809;13;2-4
31-May-16 12:00:00 AM;68;84;1303;11;2-4
31-May-16 12:00:00 AM;69;84;1376;16;2-4
31-May-16 12:00:00 AM;1;84;1241;29;2-4
31-May-16 12:00:00 AM;70;84;1434;11;2-4
31-May-16 12:00:00 AM;75;84;527;14;2-4
31-May-16 12:00:00 AM;72;84;920;12;2-4
31-May-16 12:00:00 AM;74;84;2012;11;2-4
31-May-16 12:00:00 AM;73;84;2204;19;3-2
31-May-16 12:00:00 AM;81;84;1238;17;1-1
31-May-16 12:00:00 AM;47;84;1804;13;1-1
31-May-16 12:00:00 AM;82;84;1865;23;2-4
31-May-16 12:00:00 AM;53;84;1105;12;1-1
31-May-16 12:00:00 AM;84;84;980;71;1-1
31-May-16 12:00:00 AM;84;85;971;32;1-1
31-May-16 12:00:00 AM;85;84;1058;33;1-4
31-May-16 12:00:00 AM;84;81;1552;30;1-4
31-May-16 12:00:00 AM;84;48;1321;41;3-1
31-May-16 12:00:00 AM;84;86;1819;31;3-1
31-May-16 12:00:00 AM;84;87;1224;30;3-1
31-May-16 12:00:00 AM;84;88;1692;42;3-1
31-May-16 12:00:00 AM;84;89;1873;27;3-1
31-May-16 12:00:00 AM;84;91;1252;25;3-1
31-May-16 12:00:00 AM;84;92;1364;27;3-1
31-May-16 12:00:00 AM;84;93;1768;36;3-1
31-May-16 12:00:00 AM;84;90;1821;20;3-1
31-May-16 12:00:00 AM;84;95;1910;30;3-1
31-May-16 12:00:00 AM;84;39;1588;23;3-1
31-May-16 12:00:00 AM;84;42;1615;37;3-1
31-May-16 12:00:00 AM;84;34;1374;44;3-1
31-May-16 12:00:00 AM;84;38;1510;30;3-1
31-May-16 12:00:00 AM;84;43;1813;32;3-1
31-May-16 12:00:00 AM;84;30;1468;32;3-1
31-May-16 12:00:00 AM;84;64;1486;50;3-1
31-May-16 12:00:00 AM;84;41;1961;13;3-1
31-May-16 12:00:00 AM;84;3;1760;26;3-1
31-May-16 12:00:00 AM;84;36;1551;37;3-1
31-May-16 12:00:00 AM;84;4;1615;24;3-1
31-May-16 12:00:00 AM;84;40;1399;25;3-1
31-May-16 12:00:00 AM;84;57;1894;28;3-1
31-May-16 12:00:00 AM;84;71;1782;41;3-1
31-May-16 12:00:00 AM;84;5;1031;43;3-1
31-May-16 12:00:00 AM;88;84;1734;41;3-4
31-May-16 12:00:00 AM;86;84;2241;14;3-4
31-May-16 12:00:00 AM;91;84;2244;20;3-4
31-May-16 12:00:00 AM;92;84;1533;27;3-4
